CompanyID,CompanyName,CompanyEmail,Phone,URL,INFO,Address1,Address2,City,StateCode,latitude,longitude,programs,CompanyTypeID,zipcode
2074,CAMP CHOP POINT,info@choppoint.org,2074435860,www.choppoint.org,Scouting Sailing Program,420 CHOPPS POINT RD,,WOOLWICH,ME,43.94316,-69.78426,1;8;9,2,04579-4045
2659,CAMP COACH RECRUITERS,jerryah@optonline.net,8668082146,,Scouting Sailing Program,19670 SAWGRASS CIR APT 3101,,BOCA RATON,FL,26.38239,-80.16811,1;8;9,2,33434-3378
2523,CAMP CODY,,6035394997,,Scouting Sailing Program,9 CODY RD,,FREEDOM,NH,43.81162,-71.06867,1;8;9,2,03836-4203
590,CAMP COSBY,campcosby@ymcabham.com,8008526729,,Scouting Sailing Program,2290 PAUL BEAR BRYANT RD,,ALPINE,AL,33.44291,-86.27795,1;8;9,2,35014-6548
2274,CAMP DAGGETT,,6163479742,,Scouting Sailing Program,3001 CHURCH RD,,PETOSKEY,MI,45.36658,-84.9472,1;9,2,49770-9101
2479,CAMP DON LEE,john@donleecenter.org,8005355475,www.donleecenter.org,Scouting Sailing Program,315 CAMP DON LEE RD,,ARAPAHOE,NC,35.00641,-76.81442,1;8;9,2,28510-9688
3762,CAMP EAGLE RIDGE,eglridge@wi.rr.com,4154256440,,Scouting Sailing Program,75392 LAKE GALILEE RD,,MELLEN,WI,46.32555,-90.65569,1;9,2,54546-9181
2733,CAMP ECHO LAKE,,5186239635,,Scouting Sailing Program,3 W MAIN ST STE 106,,ELMSFORD,NY,41.05727,-73.81762,1;8;9,2,10523-2414
1936,CAMP EMERSON,,4136558123,www.campemerson.com,Scouting Sailing Program,5 BRASSIE RD,,EASTCHESTER,NY,40.95563,-73.81236,1;8;9,2,10709-5407
2054,CAMP ENCORE/CODA,,2076473947,www.encore-coda.com,Scouting Sailing Program,32 GRASSMERE RD,,CHESTNUT HILL,MA,42.31833,-71.16401,1;9,2,02467-3644
1713,CAMP FAVORITE,pstens@ptgirlscouts.org,6173508300,,Scouting Sailing Program,208 CROWELLS BOG ROAD,,BERWSTER,MA,41.75436,-70.06963,1;8;9,2,02631
2146,CAMP FERNWOOD,ellyn@campfernwood.com,2079984346,www.fernwoodcamps.com,Scouting Sailing Program,733 PROVIDENCE RD,,MALVERN,PA,40.04166,-75.52834,1;9,2,19355-3401
2053,CAMP FERNWOOD COVE,cove@fernwoodcove.com,2075832381,www.fernwoodcove.com,Scouting Sailing Program,PO BOX 1148,,CONCORD,MA,42.4567,-71.37798,1;8;9,2,01742-1148
2371,CAMP FOLEY,jeff@campfoley.com,2185436161,www.campfoley.com,,9303 Father Foley Dr,,Pine River,MN,46.71626,-94.38419,1;9,0,56474
3256,CAMP FULLER,info@campfuller.com,8005211470,www.campfuller.com,Scouting Sailing Program,619 CAMP FULLER RD,,WAKEFIELD,RI,41.42779,-71.52657,1;8;9,2,02879-4517
732,CAMP GOLD ARROW,mail@goldarrowcamp.com,7144245484,www.goldarrowcamp.com,Scouting Sailing Program,2900 BRISTOL ST STE A107,,COSTA MESA,CA,33.68341,-117.9073,1;8;9,2,92626-5954
1778,CAMP GOOD NEWS,office@campgoodnews.org,5084779731,www.campgoodnews.org,Scouting Sailing Program,PO BOX 1295,,FORESTDALE,MA,41.70216,-70.49811,1;8;9,2,02644-0714
2466,CAMP GREYSTONE,kelly@campgreystone.com,8286933182,www.campgreystone.com,Scouting Sailing Program,PO BOX 68,,TUXEDO,NC,0,0,1;9,2,
1964,CAMP GROVE POINT,,4438076279,http://www.gscb.org/08_common/camp/grov,,2930 GROVE NECK RD,,EARLEVILLE,MD,39.42506,-75.93639,1;8;9,0,21919-2718
3573,CAMP HOLY CROSS,,8028635986,,,26 Holy Cross Road,,Colchester,VT,44.53947,-73.202,1;9,0,05446
1637,CAMP JOHN WARVEL,,3173539226,www.childrenwithdiabetes.com/camps,Scouting Sailing Program,7363 E 21ST ST,,INDIANAPOLIS,IN,39.78205,-86.04561,1;8;9,2,46219-1718
2521,CAMP KABEYUN,kabeyun@mcttelecom.com,,,Scouting Sailing Program,214 STUMPFIELD RD,,HOPKINTON,NH,43.21339,-71.70527,1;8;9,2,03229-2301
2368,CAMP KAMAJI FOR GIRLS,kathy@kamaji.com,8007526254,www.kamaji.com,Scouting Sailing Program,7436 BYRON PL,,SAINT LOUIS,MO,38.64702,-90.33325,1;8;9,2,63105-2917
1370,CAMP KATERI,bpaulson@girlscouts-gateway.org,3525462253,,Scouting Sailing Program,1000 SHEARER AVE,,JACKSONVILLE,FL,30.30583,-81.71954,1;9,2,32205-6055
2057,CAMP KIPPEWA FOR GIRLS,kippewa@tiac.net,2079332993,www.kippewa.com/fun,Scouting Sailing Program,PO BOX 340,,WESTWOOD,MA,42.21955,-71.21207,1;9,2,02090-0340
3393,CAMP LA JUNTA,lajunta@ktc.com,8302384621,www.lajunta.com,Scouting Sailing Program,PO BOX 136,,HUNT,TX,30.06009,-99.36834,1;8;9,2,78024-0136
2336,CAMP LAKE HUBERT,sam@lincoln-lakehubert.com,2189632339,www.lincoln-lakehubert.com,Scouting Sailing Program,10179 CROSSTOWN CIR,,EDEN PRAIRIE,MN,44.85583,-93.43353,1;8;9,2,55344-3301
2730,CAMP LAKELAND,,7166769942,,Scouting Sailing Program,2640 N FOREST RD,,GETZVILLE,NY,43.02261,-78.76173,1;8;9,2,14068-1573
2662,CAMP LAKOTA,,9148885611,,Scouting Sailing Program,10 NIGHTINGALE ST,,EDISON,NJ,40.57728,-74.36022,1;8;9,2,08820-2744
3178,CAMP LAMBEC,,4126624481,,Scouting Sailing Program,100 W VENANGO ST,,MERCER,PA,41.23156,-80.24001,1;8;9,2,16137-1109
2141,CAMP LAUREL,summer@camplaurel.com,2076854945,www.camplaurel.com,Scouting Sailing Program,PO BOX 661,,ALPINE,NJ,40.94722,-73.92997,1;8;9,2,07620-0661
2048,CAMP LAUREL SOUTH,fun@camplaurelsouth.com,2076274334,www.camplaurelsouth.com,Scouting Sailing Program,PO BOX 14130,,GAINESVILLE,FL,29.62173,-82.36579,1;8;9,2,32604-2130
2563,CAMP LEBANON,dsmith@camplebanon.com,9082362638,www.camplebanon.com,Scouting Sailing Program,79 BLOSSOM HILL RD,,LEBANON,NJ,40.6444,-74.82834,1;8;9,2,08833-4367
2326,CAMP LINCOLN,home@lincoln-lakehubert.com,2189632339,www.lincoln-lakehubert.com,,10179 CROSSTOWN CIR,,EDEN PRAIRIE,MN,44.85583,-93.43353,1;8;9,6,55344-3301
1636,CAMP LOGAN,camplogan@hotmail.com,2194572841,www.gslimgerlost.org,Scouting Sailing Program,203 EMS D14 LN,,SYRACUSE,IN,41.40559,-85.7354,1;8;9,2,46567-7418
3151,CAMP LOHIKAN,,5707982707,www.lohikan.com,Scouting Sailing Program,PO BOX 189,,GLADSTONE,NJ,40.72224,-74.66838,1;8;9,2,07934-0189
3706,CAMP MANITOW-WISH YMCA,karen.stanley@manito-wish.org,7153852312,www.manito-wish.org,,PO BOX 246,,BOULDER JUNCTION,WI,46.10979,-89.65583,1;8;9,0,54512-0246
3689,CAMP MARIMETA FOR GIRLS,info@marimeta.com,7154799990,www.marimeta.com,Scouting Sailing Program,501 LAKEVIEW DR,,MUNDELEIN,IL,42.2632,-88.008,1;8;9,2,60060-2611
2050,CAMP MATOAKA,jayne@matoaka.com,2073622500,www.matoaka.com,,15 CANAVAN CIR,,NEEDHAM,MA,42.27874,-71.23521,1;8;9,0,02492-1143
2286,CAMP MICHIGANIA,michigania@umich.edu,6165829191,,Scouting Sailing Program,3006 CAMP SHERWOOD RD,,BOYNE CITY,MI,45.21448,-85.01411,1;8;9,2,49712-9361
2727,CAMP MINISINK,b.mcentarfer@att.net,8456212193,www.campuskids.com,Scouting Sailing Program,PO BOX 422,,MAHOPAC,NY,41.36845,-73.7491,1;8;9,2,10541-0422
2437,CAMP MOREHEAD,,9197263960,,Scouting Sailing Program,PO BOX 416,,MOREHEAD CITY,NC,34.73077,-76.75539,1;8;9,2,28557-0416
1939,CAMP NASHOBA DAY,,5084863916,,,140 Nashoba Rd,,Littleton,MA,42.54207,-71.47642,1;8;9,0,01460
2055,CAMP NASHOBA NORTH,info@campnashoba.com,2076557170,www.campnashoba.com,Scouting Sailing Program,140 NASHOBA RD,,LITTLETON,MA,42.54207,-71.47642,1;9,2,01460-2224
2900,CAMP NAZARETH,,3157246118,,Scouting Sailing Program,1408 GENESEE ST,,UTICA,NY,43.11038,-75.22579,1;9,2,13502-4706
2335,CAMP NEBAGAMON,adam@campnebagamon.com,7732719816,www.campnebagamon.com,Scouting Sailing Program,17405 24TH AVE N,,MINNEAPOLIS,MN,45.00494,-93.48489,1;8;9,2,55447-2224
2072,CAMP NEWFOUNDLAND/OWATONNA,,2075836711,,Scouting Sailing Program,RR 1 BOX 105,,HARRISON,ME,44.10643,-70.68398,1;8;9,2,04040
3714,"CAMP NICOLET, INC",campnico@newnorth.net,7155452522,www.campnicolet.com,Scouting Sailing Program,PO BOX 1359,,EAGLE RIVER,WI,45.91702,-89.24628,1;8;9,2,54521-1359
377,Camp Niwana,niwanainfo@campfire-usa.org,(206) 463-3174,www.campsealth.org/niwana.html,"Lake Helena is nestled in middle of Camp Niwana. You’ll love canoeing, rowing, paddle-boating, swimming or fishing on this totally private lake April through October.",11606 Ranch Dr. SW,,Port Orchard,WA,47.44356,-122.7214,1;3;5,0,98367
378,Camp Nor'Wester,norwester@rockisland.com,(425) 670-1935,www.norwester.org,"Camp Nor'wester provides an outdoor living experience unique in today’s world—an experience which challenges a diverse group of young people to develop skills of self-confidence while fostering respect, responsibility, and compassion for themselves, their",P.O. Box 1055,,Edmonds,WA,47.80406,-122.3736,1;3,0,98020
3659,CAMP NOR'WESTER,norwesterpsh@rockisland.com,3604682225,www.norwester.org,,PO BOX 1055,,EDMONDS,WA,47.80482,-122.3748,1;9,0,98020-1055
2073,CAMP O-AT-KA,info@campoatka.com,,www.campoatka.com,Scouting Sailing Program,PO BOX 239,,SEBAGO,ME,43.86903,-70.65016,1;8;9,2,04029-0239
379,Camp Orkila,colmanorkilainfo@seattleymca.org,(206) 382-5009,www.camporkila.org,For more than 100 years YMCA Camp Orkila has inspired kids to pursue their potential while learning about and exploring the outdoors.,909 4th Ave,,Seattle,WA,47.60556,-122.3328,1;3;5;9,0,98104
614,CAMP OZARK,,8708674131,www.campozark.com,Scouting Sailing Program,155 CAMP OZARK DR,,MOUNT IDA,AR,34.60975,-93.69604,1;8;9,2,71957-8309
1777,CAMP PEMBROKE,,7812948006,www.cohencamps.org,Scouting Sailing Program,30 MAIN ST,,ASHLAND,MA,42.25681,-71.46083,1;8;9,2,01721-1192
3504,CAMP PIANKATANK,piankatankcamp@oorl.com,8047769552,,Scouting Sailing Program,PO BOX 435,,HARTFIELD,VA,37.55112,-76.46238,1;8;9,2,23071-0435
1470,CAMP PINE ACRES,,7709746696,,Scouting Sailing Program,3963 BARTON CARVER RD NW,,ACWORTH,GA,34.09391,-84.61995,1;9,2,30102
2932,CAMP QUINIPET SAILING,gwnissen@hotmail.com,5167490430,www.umcamps.org,Scouting Sailing Program,PO BOX 549,,SHELTER ISLAND HEIGHTS,NY,41.08305,-72.35448,1;8;9,2,11965-0549
3616,CAMP ROBBINSWOLD,totemgsa@girlscoutstotem.org,2066335600,www.girlscoutstotem.org,Scouting Sailing Program,PO BOX PO BOX 900961,,SEATTLE,WA,47.62851,-122.3483,1;8;9,2,98109
1776,CAMP RUNOIA,info@runoia.com,6175474676,www.runoia.com,Scouting Sailing Program,56 JACKSON ST,,CAMBRIDGE,MA,42.3919,-71.12949,1;8;9,2,02140-2425
2377,CAMP SABRA,jrose@jccstl.org,,www.campsabra.com,Scouting Sailing Program,16801 BAXTER RD,,CHESTERFIELD,MO,38.64365,-90.62357,1;8;9,2,63005-1668
1775,CAMP SAMOSET,campsamoset@aol.com,7812373017,,Scouting Sailing Program,15 CORNELL RD,,WELLESLEY,MA,42.29833,-71.29932,1;8;9,2,02482-7407
2474,CAMP SEA GULL/CAMP SEAFARER,,9192491212,www.seagull-seafarer.org,,2744 SEAFARER RD,,ARAPAHOE,NC,35.00641,-76.81442,1;8;9,0,28510-9595
380,Camp Sealth,carriek@campfireseattle.org,(206) 463-3174,www.campsealth.org,Summer camp general boating program,PO Box 13599,,Burton,WA,47.39,-122.46,1;3;9,0,98013
381,Camp Seymour,campseymour@ymcapkc.org,(253) 884-3392,www.campseymour.org,Summer camp general boating program,9725 Cramer Road KPN,,Gig Harbor,WA,47.34583,-122.7342,1;3;9,0,98329
3175,CAMP SHOHOLA FOR BOYS,office@shohola.com,5706857186,www.shohola.com,Scouting Sailing Program,PO BOX C,,LAKEVILLE,PA,41.43319,-75.24269,1;8;9,2,18438
1073,CAMP SLOANE,infoo@camp-sloane.org,8604352557,www.camp-sloane.org,Scouting Sailing Program,PO BOX 1950,,LAKEVILLE,CT,41.96449,-73.4408,1;8;9,2,06039-1950
2743,CAMP STELLA MARIS,,5853462243,www.campstellamaris.org,Scouting Sailing Program,4395 E LAKE RD,,LIVONIA,NY,42.8172,-77.66496,1;8;9,2,14487-9627
3176,CAMP SUSQUEHANNOCK FOR BOYS,,5709672323,,Scouting Sailing Program,311 GRAYS LN,,HAVERFORD,PA,40.01184,-75.30608,1;8;9,2,19041-1818
1550,CAMP SWEYOLAKAN,,2086649327,,Scouting Sailing Program,524 N MULLAN RD OFC,,SPOKANE VALLEY,WA,47.65118,-117.2572,1;9,2,99206-2410
2143,CAMP TAKAJO,TakajoStaff@att.net,2076936675,www.takajo.com,Scouting Sailing Program,34 MAPLE AVE STE 2,,ARMONK,NY,41.13017,-73.70849,1;9,2,10504-1851
2540,CAMP TAKODAH,info@camptakodah.com,6032394781,www.camptakodah.com,Scouting Sailing Program,PO BOX 647,,KEENE,NH,42.93721,-72.2856,1;9,2,03431-0647
1640,CAMP TANNADOONAH,,2192344145,,Scouting Sailing Program,2828 E JEFFERSON BLVD,,SOUTH BEND,IN,41.67473,-86.20941,1;8;9,2,46615-2726
3355,CAMP TANNASSIE,,6157925032,,Scouting Sailing Program,RR 4 BOX 4174,,TULLAHOMA,TN,35.357,-86.21612,1;9,2,37388
2548,CAMP TECUMSEH,chtecumseh@aol.com,6032534010,www.camptecumseh.net,Scouting Sailing Program,1906 JOHNSON RD,,PLYMOUTH MEETING,PA,40.11304,-75.28687,1;9,2,19462-2565
2509,CAMP TEL NOAR,,6033296931,www.cohencamps.org,Scouting Sailing Program,30 MAIN ST,,ASHLAND,MA,42.25681,-71.46083,1;8;9,2,01721-1192
2510,CAMP TEVYA,,6036734010,www.cohencamps.org,Scouting Sailing Program,30 MAIN ST,,ASHLAND,MA,42.25681,-71.46083,1;8;9,2,01721-1192
3559,CAMP THOREAU IN VERMONT,,8023339106,www.campthoreau-in-vermont.org,Scouting Sailing Program,157 TILLSON LAKE RD,,WALLKILL,NY,41.6131,-74.15462,1;9,2,12589-3265
2056,CAMP TIMANOUS,camptiman@aol.com,2076654569,www.timanous.com,Scouting Sailing Program,C/O ST. MARKS SCHOOL,,SOUTHBOROUGH,MA,42.29027,-71.52811,1;9,2,01772
3153,CAMP TIOGA,info@camptioga.com,5707562660,www.camptioga.com,Scouting Sailing Program,1191 OLD COUNTRY RD,,PLAINVIEW,NY,40.78034,-73.47029,1;8;9,2,11803-5003
2045,CAMP TOCKWOGH,,4103486002,,,24370 Still Neck Pond Rd,,Worton,MD,39.29654,-76.09296,1;9,0,21678
3215,CAMP TOWANDA,,5702536334,www.camptowanda.com,,"Camp Towanda Rd, RR1 Box 1105<",,Honesdale,PA,41.58329,-75.25422,1;8;9,0,18431
2436,CAMP TRINITY,,2522475600,www.trinityctr.com,Scouting Sailing Program,PO BOX 380,NC HIGHWAY 58,SALTER PATH,NC,34.69479,-76.8124,1;8;9,2,28575-0380
2052,CAMP VEGA,dick@campvega.com,2076853707,www.campvega.com,Scouting Sailing Program,PO BOX 1771,,DUXBURY,MA,42.02609,-70.68356,1;8;9,2,02331-1771
2343,CAMP VOYAGEUR,,8009507291,,Scouting Sailing Program,PO BOX 420,,ELY,MN,47.90071,-91.86269,1;8;9,2,55731-0420
2185,CAMP WALDEN,waldenmi@aol.com,2486611890,www.campwaldenmi.com,Scouting Sailing Program,31070 APPLEWOOD LN,,FARMINGTON HILLS,MI,42.50845,-83.4099,1;8;9,2,48331-1211
2147,"CAMP WALDEN, ME",,2074522901,,Scouting Sailing Program,PO BOX 4465,,CHARLOTTESVILLE,VA,38.05069,-78.50342,1;8;9,2,22905-4465
2736,CAMP WATITOH,watitoh@msn.com,9144281894,www.campwatitoh.com,Scouting Sailing Program,28 SAMMIS LN,,WHITE PLAINS,NY,41.01451,-73.75375,1;8;9,2,10605-4728
2539,CAMP WAUKEELA,info@waukeela.com,,www.waukeela.com,Scouting Sailing Program,PO BOX 265,,EATON CENTER,NH,43.89452,-71.14748,1;9,2,03832-0265
2118,CAMP WAWENOCK,info@campwawenock.com,2076554657,,Scouting Sailing Program,33 WAWENOCK RD,,RAYMOND,ME,43.89892,-70.46474,1;9,2,04071-6824
3205,CAMP WAYNE FOR GIRLS,info@campwaynegirls.com,5707982591,www.campwaynegirls.com,Scouting Sailing Program,56 NICE PEOPLE PL,,PRESTON PARK,PA,41.88022,-75.35319,1;9,2,18455-1005
2145,CAMP WEKEELA,,2072247878,,Scouting Sailing Program,2807 DELMAR DR STE C,,COLUMBUS,OH,39.95648,-82.92543,1;8;9,2,43209-1199
2187,CAMP WESTMINSTER,suzanne@campwestminster.com,2525864665,www.campwestminster.com,Scouting Sailing Program,17567 HUBBELL ST,,DETROIT,MI,42.42805,-83.20039,1;8;9,2,48235-2798
2273,CAMP WESTMINSTER ON HIGGINS LAKE,info@campwestminster.com,9898219474,www.campwestminster.com,"Sailing I & II; Ages 12-17; July 6-19, 2014  Sailing",116 WESTMINSTER DR,,ROSCOMMON,MI,44.487,-84.64265,1;9,0,48653-8811
2081,CAMP WIGWAM,,2075832300,,Scouting Sailing Program,BEAR POND RD,,WATERFORD,ME,44.19228,-70.71225,1;8;9,2,04088
2490,CAMP WILLOW RUN,info@campwillowrun.org,2525864665,www.campwillowrun.org,,1 Mangum Ln,,Littleton,NC,36.44425,-77.89624,1;8;9,0,27850
1748,CAMP WINADU,bart@campwinadu.com,4134478900,www.campwinadu.com,,700 CHURCHILL ST,,PITTSFIELD,MA,42.45251,-73.25123,1;8;9,0,01201-1299
2018,CAMP WRIGHT,director@campwright4life.org,4108221919,www.campwright4life.org,Scouting Sailing Program,400 CAMP WRIGHT LN,,STEVENSVILLE,MD,38.95547,-76.32519,1;9,2,21666-2858
2933,CAMP Y-OWASCO,,2391295504,,Scouting Sailing Program,27 WILLIAM ST # 29,,AUBURN,NY,42.92952,-76.56419,1;8;9,2,13021-3707
2511,CAMP YOUNG JUDAEA,info@campyoungjudaea.com,,www.campyoungjudaea.com,Scouting Sailing Program,22 PRISCILLA CIR,,WELLESLEY,MA,42.31483,-71.27066,1;9,2,02481-5311
2467,CAMPS MONDAMIN AND GREEN COVE,mondamin@mondamin.com,8006885789,www.mondamin.com,Scouting Sailing Program,PO BOX 8,,TUXEDO,NC,35.22762,-82.43289,1;9,2,28784-0008
2716,CANANDAIGUA YACHT CLUB,richard.david.richmond@gmail.com,5853939733,www.sailcyc.com,Sailing School,3524 W LAKE RD,,CANANDAIGUA,NY,42.87248,-77.2804,1;8;9,5,14424-2445
1159,CANDLEWOOD YACHT CLUB,cyctreasurer@earthlink.net,8603546161,www.cycsail.org,Yacht Club Sailing Program,1 BRUSH HILL RD,202,NEW FAIRFIELD,CT,41.47999,-73.50051,1;8;9,4,06812-2667
382,Canoe Island French Camp,info@canoeisland.org,(360) 468-2329,www.canoeisland.org,"Canoe island French Camp promotes French language, cultural understanding, leadership and fun in an extraordinary, natural and beautiful environment.",PO Box 370,,Orcas,WA,48.59527,-122.8895,1;3;9,0,98280
2413,CANYON FERRY YACHT CLUB,jemmons@pfgworld.com,4064572124,,Yacht Club Sailing Program,2010 WESTRIDGE CT,,HELENA,MT,46.59183,-112.0339,1;8;9,4,59601-1508
1893,CAPE COD SAILING SCHOOL,mark@capecodsailingschool.com,5085632359,www.capecodsailingschool.com,Sailing School,PO BOX 408,,CATAUMET,MA,41.66643,-70.61381,1;8,5,02534-0408
1881,CAPE COD SEA CAMPS,garran@capecodseacamps.com,5088963451,www.capecodseacamps.com,,PO BOX 1880,,BREWSTER,MA,41.75436,-70.06963,1;9,0,02631-7880
1732,CAPE COD WINDSURFING,eddie@capecodwindsurfing.com,5088013329,www.capecodwindsurfing.com,Community Sailing Program,350 QUAKER RD,,NORTH FALMOUTH,MA,41.64873,-70.61552,1;8;9,2,02556-2903
2432,CAPE FEAR ACADEMY,jwarren@capefearacademy.org,9107910287,www.jwarren@capefearacademy.org,Scouting Sailing Program,3900 S COLLEGE RD,,WILMINGTON,NC,34.14959,-77.91077,1;8;9,2,28412-2098
2470,CAPE FEAR COMMUNITY COLLEGE,,9102516942,,Scouting Sailing Program,411 N FRONT ST,,WILMINGTON,NC,34.23146,-77.93976,1;8,2,28401-3910
465,Cape Fear River Rowing Club,info@capefearriverrowingclub.com,,www.capefearriverrowingclub.com,"The rowing community provides outreach, support and development to make the sport accessible to people of all ages and abilities. CFRRC's aim is to extend an enthusiastic welcome to all individuals with an interest in rowing.",PO BOX 1586,,Wilmington,NC,34.23786,-77.94764,2,0,28402
457,Cape Fear Sailing Academy,kevin@capefearsailingacademy.com,910-279-2355,www.capefearsailingacademy.com/index.html,This course introduces children to the fun of sailing through the use of Vanguard Optimist Dinghies.,606 West St,Suite 202,Southport,NC,33.91941,-78.02757,1,3,28461
2430,CAPE FEAR SAILING ACADEMY,kevin@capefearsailingacademy.com,9102792355,,Sailing School,606 W WEST ST STE 202,,SOUTHPORT,NC,33.94944,-78.04296,1;8;9,5,28461-3850
2441,CAPE FEAR YACHT CLUB,wayfarer@ec.rr.com,9104544327,www.capefearyachtclub.com,Yacht Club Sailing Program,PO BOX 10180,,SOUTHPORT,NC,33.94944,-78.04296,1;8;9,4,28461-0180
2433,CAPE FEAR YACHT WORKS,info@capefearyachtworks.com,9103950189,www.cfyw.com,Scouting Sailing Program,111 BRYAN RD,,WILMINGTON,NC,34.14959,-77.91077,1;8;9,2,28412-7033
462,Cape Lookout Sail & Power Squadron,pennypurrs@suddenllink.net,888-367-8777,http://www.clsps.org/courses.html,This course meets North Carolina specific and National Association of State Boating Law Administrators (NASBLA) requirements for certification. Our Basic Safe Boating Course fulfills North Carolina boat licensing law and is taught by many experienced volu,1504 Blue Ridge Road,,Raleigh,NC,35.80212,-78.70654,6,2,27607
2014,CAPE ST CLAIRE YOUTH SAILING,,4107574939,,Community Sailing Program,1223 RIVER BAY RD,,ANNAPOLIS,MD,39.02808,-76.45254,1;9,2,21409-4915
1977,CAPITAL CAMPS,,3014682267,,Scouting Sailing Program,133 ROLLINS AVE STE 4,,ROCKVILLE,MD,39.051,-77.12032,1;8;9,2,20852-4040
2374,CAPITAL CITY SAILING ASSOCIATION,jrcrab@embarqmail.com,,,Community Sailing Program,1714 SARAH LN,,JEFFERSON CITY,MO,38.52874,-92.15622,1;8;9,2,65101-6005
1168,CAPITAL YACHT CLUB,penne_barton@hotmail.com,2024888110,www.capitalyachtclub.net,Yacht Club Sailing Program,1000 WATER ST SW OFC,,WASHINGTON,DC,38.88074,-77.02667,1;8;9,4,20024-2498
3422,CAPTAIN'S COVE YACHT CLUB,,2142795345,,Yacht Club Sailing Program,5965 MARINA DR,,GARLAND,TX,32.85723,-96.58975,1;8;9,4,75043-4226
1289,CAPTIVA ISLAND YACHT CLUB,info@captivaIYC.net,2394726444,www.captivaiyc.net,Yacht Club Sailing Program,PO BOX 1239,,CAPTIVA,FL,26.52202,-82.18926,1;8;9,4,33924-1239
1292,CARD SOUND SAILING CLUB,sandykirschner@bellsouth.net,,,Yacht Club Sailing Program,24 DOCKSIDE LN,PMB #93,KEY LARGO,FL,25.31067,-80.27917,1;8;9,4,33037-5267
1655,CARDINAL SAILING,,2199892459,,Sailing School,1100 W COLUMBUS DR,EAST CHICAGO CENTRAL HIGH SCH,EAST CHICAGO,IN,41.63727,-87.45608,1;9,5,46312-2582
1323,CARLOUEL YACHT CLUB,lmackay@carlouel.net,7274469162,www.carlouel.net,Yacht Club Sailing Program,1091 ELDORADO AVE,,CLEARWATER,FL,28.00578,-82.82632,1;8;9,4,33767-1099
1571,CARLYLE SAIL 'N SURF,,6185264770,,Sailing School,101 S MAIN ST # A,,BREESE,IL,38.62469,-89.52844,1;8;9,5,62230-1834
2394,CARLYLE SAILING ASSOCIATION,tbeier@sbcglobal.net,3143533168,www.csa-sailing.org,Yacht Club Sailing Program,5614 ROSA AVE,,SAINT LOUIS,MO,38.58704,-90.29418,1;8;9,4,63109-3254
2391,CARLYLE YACHT CLUB,,3144878684,,Yacht Club Sailing Program,672 ATALANTA AVE,,WEBSTER GROVES,MO,38.58753,-90.34176,1;8;9,4,63119-1949
2438,CAROLINA SAILING CLUB,jhoward@rti.org,9195411262,www.carolinasailingclub.org,Yacht Club Sailing Program,8240 MORROW MILL RD,,CHAPEL HILL,NC,35.91064,-79.11052,1;8;9,4,27516-7397
461,Carolina Sailing Foundation,john.norton@carolinasailingfoundation.org,919-604-0842,http://www.carolinasailingfoundation.org/,"The Carolina Sailing Foundation offers sailing lessons, sailing classes, and racing opportunities for sailing in central North Carolina. We offer sailing camps and lessons for kids, teens, and adults. Our mission is to assist all sailors nine years old an",1610 Skye DR,,Chapel Hill,NC,35.9508,-79.08327,1,6,27516
460,Carolina Yacht Club,ksmith@carolinayachtclub.org,910-256-3396,https://www.carolinayachtclub.org/,"Summer Youth Sailing program on Wrightsville Beach, NC",401 S. Lumina Ave,,Wrightsville Beach,NC,34.20185,-77.80099,1,4,28480
2487,CAROLINA YACHT CLUB - NC,ksmith@carolinayachtclub.org,910-256-3396,www.carolinayachtclub.org,Yacht Club Sailing Program,401 S LUMINA AVE,,WRIGHTSVILLE BEACH,NC,34.21357,-77.80493,1;8;9,4,28480-6006
3319,CAROLINA YACHT CLUB - SC,cyc@carolinayachtclub.com,8437220209,www.carolinayachtclub.com,Yacht Club Sailing Program,50 E BAY ST,,CHARLESTON,SC,32.77982,-79.9348,1;8;9,4,29401-2547
907,CARRERA SAILING,gmaly101@msn.com,8313750648,www.sailmontereybay.com,Sailing School,256 FIGUEROA ST SLIP 3,C/O EUGENE MALY,MONTEREY,CA,36.6018,-121.8902,1;8,5,93940-7211
1733,CARROLL CENTER FOR THE BLIND - SAIL BLIND,arthur@carroll.org,,www.carroll.org,Community Sailing Program,770 CENTRE ST,,NEWTON,MA,42.35523,-71.18983,1;8;9,2,02458-2597
1036,CARTER LAKE SAILING CLUB,paul.s@mesanetworks.net,3034573839,www.sailcarter.org,Yacht Club Sailing Program,1023 39TH AVE STE P,,GREELEY,CO,40.42055,-104.7446,1;8;9,4,80634-2502
383,Cascade Canoe & Kayak Summer Day Camp,Itsfun@canoe-kayak.com,(425) 430-0111,www.canoe-kayak.com,This is a great opportunity for youth to be on the water in a supervised program and participate at the level of your choice – from learning the basics to pursuing Olympic dreams.,P.O. Box 4173,,Renton,WA,47.49427,-122.2081,3;9,3,98057
384,Cascadia Adventure Education School,info@cascadia.org,(509) 637-5494,www.cascadia.org,"Our courses are dedicated to youth seeking to learn and advance their skills in healthy outdoor pursuits: kayaking, backpacking, rafting, and rock climbing.",P.O. Box 240,,Trout Lake,WA,45.99734,-121.5281,3;9,3,98650
3788,CASPER BOAT CLUB,karen@peppertank.com,3072379823,www.casperboatclub.com,Yacht Club Sailing Program,PO Box 2123,,Casper,WY,42.85296,-106.2943,1;8;9,4,82602-2123
