Id,StatusId,OfficialName,DisplayName,TrimmedName,ShortDescription,Description,DUNS,MIC,PrimaryContactId,PrimaryWeb,PrimaryPhone,PrimaryFax,PrimaryAddressId,ImageName,PreferredContactMethod,AllowEmail,AllowPhone,AllowFax,AllowMail,CreatedOn,CreatedBy,AssessmentType,IsCertified,DeletedOn,DeletedBy,Name,Address,Address2,City,PostalCode,Lat,Lng,State,Country,Certified,AccountTypes,Brands
2071,1,Smith Boys Marine Sales,Smith Boys Marine Sales (North Tonawanda),smithboysmarinesales,,,,,1F8B4BB5-9668-4A58-B016-9EE0AEECA3B5,smithboys.com,716-695-3472,716-695-3473,1613,,1,1,1,1,1,2006-03-17 08:21:36.227,,US,0,,,Smith Boys Marine Sales,280 Michigan Street,,North Tonawanda,14120,43.0268005821574,-78.8846824227936,NY,US,0,3,
2071,1,Smith Boys Marine Sales,Smith Boys Marine Sales (North Tonawanda),smithboysmarinesales,,,,,1F8B4BB5-9668-4A58-B016-9EE0AEECA3B5,smithboys.com,716-695-3472,716-695-3473,1613,,1,1,1,1,1,2006-03-17 08:21:36.227,,US,0,,,Smith Boys Marine Sales,280 Michigan Street,,North Tonawanda,14120,43.0268005821574,-78.8846824227936,NY,US,0,3,
2071,1,Smith Boys Marine Sales,Smith Boys Marine Sales (North Tonawanda),smithboysmarinesales,,,,,1F8B4BB5-9668-4A58-B016-9EE0AEECA3B5,smithboys.com,716-695-3472,716-695-3473,1613,,1,1,1,1,1,2006-03-17 08:21:36.227,,US,0,,,Smith Boys Marine Sales,280 Michigan Street,,North Tonawanda,14120,43.0268005821574,-78.8846824227936,NY,US,0,3,
2071,1,Smith Boys Marine Sales,Smith Boys Marine Sales (North Tonawanda),smithboysmarinesales,,,,,1F8B4BB5-9668-4A58-B016-9EE0AEECA3B5,smithboys.com,716-695-3472,716-695-3473,1613,,1,1,1,1,1,2006-03-17 08:21:36.227,,US,0,,,Smith Boys Marine Sales,280 Michigan Street,,North Tonawanda,14120,43.0268005821574,-78.8846824227936,NY,US,0,3,
2071,1,Smith Boys Marine Sales,Smith Boys Marine Sales (North Tonawanda),smithboysmarinesales,,,,,1F8B4BB5-9668-4A58-B016-9EE0AEECA3B5,smithboys.com,716-695-3472,716-695-3473,1613,,1,1,1,1,1,2006-03-17 08:21:36.227,,US,0,,,Smith Boys Marine Sales,280 Michigan Street,,North Tonawanda,14120,43.0268005821574,-78.8846824227936,NY,US,0,3,
2072,1,Rockingham Boat Repair & Sales,Rockingham Boat Repair & Sales (Hampstead),rockinghamboatrepairsales,"Family owned and operated since 1988, we believe that our consultative, non-pressure approach of listening to your needs, presenting the best alternatives coupled with genuine and friendly customer service has resulted in our growing to one of the premier boat dealerships in New England. Our dedication, professionalism and thousands of satisfied customers has helped us earn the “Godfrey Marine Presidential Award” for excellence.",,,,B4F384E7-A7D4-4371-ACAE-801EA73BCF2F,www.rockinghamboat.com,603-329-5625,603-329-6189,1614,,1,1,1,1,1,2006-03-17 08:22:30.633,,US,0,,,Rockingham Boat Repair & Sales,553 Rte 111,,Hampstead,03841,42.8794665715711,-71.1526282445832,NH,US,0,3,
2074,1,Harbor Pointe Marina,Harbor Pointe Marina (Dadeville),harborpointemarina,,,,,512DC6EA-25D3-4FA2-B4C1-38BF6698D84E,www.harborpointe.net,256-825-0600,256-825-3331,1621,,1,1,1,1,1,2006-03-17 08:39:27.270,,US,0,,,Harbor Pointe Marina,397 Marina Point Road,,Dadeville,36853,32.7400575788763,-85.814448920716,AL,US,0,3,
2075,1,Pymatuning Boat Sales,Pymatuning Boat Sales (Jamestown),pymatuningboatsales,,,,,E14CC3EA-F09C-43B2-8C07-5D724343FC35,http://www.pymaboatsales.com,724-932-3598,724-932-5679,1625,,1,1,1,1,1,2006-03-17 09:04:23.883,,US,0,,,Pymatuning Boat Sales,111 Liberty Street,P.O. Box 296,Jamestown,16134,41.484604,-80.443168,PA,US,0,3,
2076,1,"Seagate Marine Sales, inc.","Seagate Marine Sales, inc. (Stuart )",seagatemarinesales,,,,,B010EDFE-29EF-4ADA-A049-BC9D10A3EBBD,www.seagatemarine.com,772-221-2105,772-221-2158,1626,,1,1,1,1,1,2006-03-17 09:14:30.287,,US,0,,,"Seagate Marine Sales, inc.",3365 SE Dixie Hwy,,Stuart ,34997,27.1633908291212,-80.2171225562689,FL,US,0,3,
2077,1,ERWINE'S MARINE SALES & SERVICE,ERWINE'S MARINE SALES & SERVICE (FROSTPROOF ),erwinesmarinesalesservice,,,,,8825101C-D021-42A8-ABF4-77C892CEEC60,www.erwinesmarine.com,863-676-5518,863-635-0444,1627,,1,1,1,1,1,2006-03-17 09:22:21.443,,US,0,,,ERWINE'S MARINE SALES & SERVICE,250 SOUTH SCENIC HWY,,FROSTPROOF ,33843-2125,27.7430006820885,-81.5305406129057,FL,US,0,3,
2078,1,Bertha Boatworks,Bertha Boatworks (Pequot Lakes),berthaboatworks,,,,,DC4F0AAF-BCE2-4ACC-BCAC-833889CB4108,www.berthaboatworks.com,218-543-4100,218-543-6848,1628,,1,1,1,1,1,2006-03-17 09:30:05.210,,US,0,,,Bertha Boatworks,6846 County Road 16,,Pequot Lakes,56472,46.6534158804753,-94.2592333388172,MN,US,0,3,
2079,1,Four Seasons Yacht Sales,Four Seasons Yacht Sales (Lake Ozark),fourseasonsyachtsales,"Four Seasons Yacht Sales, LLC is an authorized dealer for the sale of Tiara Yacht products in Missouri and in east central Kansas.   The dealership is located at Lodge of  Four Seasons Marina, Horseshoe Bend Parkway, Lake Ozark, Missouri.
In conjunction with the sale of new Tiara yachts, Four Seasons Yacht Sales provides parts, warranty and service support, warranty sales, financing  and insurance services, and brokerage services through Ozark Yacht Sales.",,,,AB30D64B-A708-4404-98A9-3AD7306D95A9,www.ozarkyachts.com,573-365-8100,573-365-8103,1629,,1,1,1,1,1,2006-03-17 09:31:26.020,,US,0,,,Four Seasons Yacht Sales,"Lodge of Four Seasons Marina, Horseshoe Bend Parkway",PO Box 40,Lake Ozark,65049,38.2247746144774,-92.6324257124928,MO,US,0,3,
2080,1,Thurston's Marina,Thurston's Marina (Weirs Beach),thurstonsmarina,"Located in the heart of New Hampshire's Lakes Region on 8 1/2 acres fronting on Lake Winnipesaukee. Offering dock rentals, full service department, ship's store, valet summer rack storage, inside winter boat storage, boat rentals, boat launch ramp, and top-quality new and pre-owned boat sales. Founded in 1972, and dedicated to customer service. Open year-round. Boat brokerage also available. ",,,,0A13D324-51C7-477D-9ADC-2B9F8665B896,www.thurstonsmarina.com,603-366-4811,603-366-5965,1630,,1,1,1,1,1,2006-03-17 09:42:59.943,,US,0,,,Thurston's Marina,18 Endicott St. No.,"at the bridge",Weirs Beach,03247-5400,43.5298371843397,-71.469596833396,NH,US,0,3,
2081,1,Monadnock Boat Store,Monadnock Boat Store (Rindge),monadnockboatstore,"Monadnock Boat Store is a full service dealership for Stingray, Smokercraft ",,,,863B28CE-3C87-4C5E-915C-29C974976D68,www.monadnockboatstore.com,603-532-5911,603-532-7701,1631,,1,1,1,1,1,2006-03-17 09:55:16.083,,US,0,,,Monadnock Boat Store,28 US Route 202,,Rindge,03461,42.7544843550436,-72.0398015158762,NH,US,0,3,
2082,1,"Statewide Marine Services, LLC","Statewide Marine Services, LLC (Mantoloking)",statewidemarineservices,,,,,EC8E3EA3-0799-4972-8BE9-04005AEE4434,statewidemarine.com,732 793 6730,732 793 6760,1632,,1,1,1,1,1,2006-03-17 10:10:26.523,,US,0,,,"Statewide Marine Services, LLC",495 Rt 35 ,,Mantoloking,08738,40.005254666938,-74.0599255855558,NJ,US,0,3,
2082,1,"Statewide Marine Services, LLC","Statewide Marine Services, LLC (Mantoloking)",statewidemarineservices,,,,,EC8E3EA3-0799-4972-8BE9-04005AEE4434,statewidemarine.com,732 793 6730,732 793 6760,1632,,1,1,1,1,1,2006-03-17 10:10:26.523,,US,0,,,"Statewide Marine Services, LLC",495 Rt 35 ,,Mantoloking,08738,40.005254666938,-74.0599255855558,NJ,US,0,3,
2083,1,D&R Boats,D&R Boats (Green Brook),drboats,52 year old Family run dealership serving New Jersey from 3 locations.,,,,3E101B38-1F40-476E-9BF2-05F793FAE7BE,dnrboatworld.com,732-968-2600,732-968-0473,1633,,1,1,1,1,1,2006-03-17 10:13:47.943,,US,0,,,D&R Boats,271 Route 22East,,Green Brook,08812,40.602889389125,-74.478069766544,NJ,US,0,3,
2084,1,Davison's Boat Yard,Davison's Boat Yard (East Rockaway),davisonsboatyard,,,,,C3A74E41-E662-4B2A-85F3-051541F665C7,www.davisonsmetropower.com\d_boatyard.cfm,516-593-8100,516-593-4868,1636,,1,1,1,1,1,2006-03-17 10:29:03.867,,US,0,,,Davison's Boat Yard,5 Atlantic Ave,,East Rockaway,11518,40.6407832786402,-73.6588432171144,NY,US,0,3,
2085,1,Essex Marina & Baot Sales,Essex Marina & Baot Sales (Baltimore),essexmarinabaotsales,,,,,EE35A0E2-CD0A-4D22-B289-DAF3A6F8905A,essexboatsales.com,410-686-3435,410-686-1017,1637,,1,1,1,1,1,2006-03-17 10:32:19.163,,US,0,,,Essex Marina & Baot Sales,1755 Hilltop Ave,,Baltimore,21221,39.3094188999592,-76.4377466620691,MD,US,0,3,
2086,1,Sun Harbor Bay Club,Sun Harbor Bay Club (Barnegat),sunharborbayclub,,,,,BDA78368-05BC-4593-8DCE-E6FA0AD51C7D,sunharborbayclub.com,609-698-0900,609-698-0945,1638,,1,1,1,1,1,2006-03-17 10:43:09.803,,US,0,,,Sun Harbor Bay Club,451 East Bay Ave.,,Barnegat,08005,39.7485556673614,-74.1965293689561,NJ,US,0,3,
2087,1,Boat & Motors,Boat & Motors (Wakefield),boatmotors,,,,,87AD4F73-4C36-40AB-AF1B-D0D203C5504D,www.boatsnmotors.com,781-245-3080,781-245-3089,1639,,1,1,1,1,1,2006-03-17 10:45:42.507,,US,0,,,Boat & Motors,299 North Avenue,,Wakefield,01880,42.5033553747352,-71.0764238240134,MA,US,0,3,
2088,1,Tackle Shack Watersports,Tackle Shack Watersports (Pinellas Park),tackleshackwatersports,,,,,871DBE87-F138-458E-A3BF-029E4319347D,tackleshack.com,727-546-5080,727-541-3478,1640,,1,1,1,1,1,2006-03-17 11:06:02.663,,US,0,,,Tackle Shack Watersports,7801 66th Street North,,Pinellas Park,33781,27.8428136515245,-82.7285353027584,FL,US,0,3,
2089,1,PineCrest Marine,PineCrest Marine (Cedar Lake),pinecrestmarine,We are a full service marine store offering Sales and Service for new and pre-owned boats as well as complete Pro Shop and accessory center.  We have been serving the needs of boaters since 1948.,,,,293755B5-F0EE-4AC8-AAD4-A1C5BDC278AC,www.pcmarine.com,219 374 5771,219 374 5920,1641,,1,1,1,1,1,2006-03-17 11:10:35.350,,US,0,,,PineCrest Marine,14415 Lauerman Street,                                              ,Cedar Lake,46303,41.3567578583868,-87.4398290375039,IN,US,0,3,
2089,1,PineCrest Marine,PineCrest Marine (Cedar Lake),pinecrestmarine,We are a full service marine store offering Sales and Service for new and pre-owned boats as well as complete Pro Shop and accessory center.  We have been serving the needs of boaters since 1948.,,,,293755B5-F0EE-4AC8-AAD4-A1C5BDC278AC,www.pcmarine.com,219 374 5771,219 374 5920,1641,,1,1,1,1,1,2006-03-17 11:10:35.350,,US,0,,,PineCrest Marine,14415 Lauerman Street,                                              ,Cedar Lake,46303,41.3567578583868,-87.4398290375039,IN,US,0,3,
2089,1,PineCrest Marine,PineCrest Marine (Cedar Lake),pinecrestmarine,We are a full service marine store offering Sales and Service for new and pre-owned boats as well as complete Pro Shop and accessory center.  We have been serving the needs of boaters since 1948.,,,,293755B5-F0EE-4AC8-AAD4-A1C5BDC278AC,www.pcmarine.com,219 374 5771,219 374 5920,1641,,1,1,1,1,1,2006-03-17 11:10:35.350,,US,0,,,PineCrest Marine,14415 Lauerman Street,                                              ,Cedar Lake,46303,41.3567578583868,-87.4398290375039,IN,US,0,3,
2090,1,Fischer Marine,Fischer Marine Boat Sales & Yacht Brokerage,fischermarine,"Fischer Marine Boat Sales and Yacht Brokerage voted Top 100 Dealer for 2007 by Boating Industry Magazinehas been specializing in quality pre-owned boats since 1989.  We Buy, Sell, Consign and Broker Boats. We also carry three new lines including Southport Offshore Boats, Pioneer Inshore Boats and Caravelle Powerboats.  Marine Industry Certified in2008.
Authorized Service Center for Yamaha, Mercury and merCruiser.  Fiberglass Repair and detailing services available.",,,,1D608BCE-51E3-4239-B887-7183906C5665,http://www.wegotboats.com,239-694-4626,239-694-2132,1642,,1,1,1,1,1,2006-03-17 11:19:48.397,,US,0,,,Fischer Marine Boat Sales and Yacht Brokerage,13400 Palm Beach Blvd,,Ft. Myers,33905,26.706707305741226,-81.73617028805808,FL,US,0,3,
2091,1,The Marine Group New Yacht Sales Inc.,The Marine Group New Yacht Sales Inc. (Orange Beach),marinegroupnewyachtsales,"We have three offices that cover a full-service operation with new yacht sales, new construction, and brokerage.  Our locations are 2401 PGA Blvd, Palm Beach Gardens, FL; 850 NE 3rd Street, Dania, FL; and 27075 Marina Road in Orange Beach, AL.   ",,,,078CE95D-5AB3-43F4-9BE2-422A6F5CE69D,www.marinegroup.com,251-981-9200,251-981-9137,1643,,1,1,1,1,1,2006-03-17 11:22:00.867,,US,0,,,The Marine Group New Yacht Sales Inc.,27075 Marina Road,P. O. Box 650,Orange Beach,36561,30.2829175155317,-87.563407650157,AL,US,0,3,
2091,1,The Marine Group New Yacht Sales Inc.,The Marine Group New Yacht Sales Inc. (Orange Beach),marinegroupnewyachtsales,"We have three offices that cover a full-service operation with new yacht sales, new construction, and brokerage.  Our locations are 2401 PGA Blvd, Palm Beach Gardens, FL; 850 NE 3rd Street, Dania, FL; and 27075 Marina Road in Orange Beach, AL.   ",,,,078CE95D-5AB3-43F4-9BE2-422A6F5CE69D,www.marinegroup.com,251-981-9200,251-981-9137,1643,,1,1,1,1,1,2006-03-17 11:22:00.867,,US,0,,,The Marine Group New Yacht Sales Inc.,27075 Marina Road,P. O. Box 650,Orange Beach,36561,30.2829175155317,-87.563407650157,AL,US,0,3,
2091,1,The Marine Group New Yacht Sales Inc.,The Marine Group New Yacht Sales Inc. (Orange Beach),marinegroupnewyachtsales,"We have three offices that cover a full-service operation with new yacht sales, new construction, and brokerage.  Our locations are 2401 PGA Blvd, Palm Beach Gardens, FL; 850 NE 3rd Street, Dania, FL; and 27075 Marina Road in Orange Beach, AL.   ",,,,078CE95D-5AB3-43F4-9BE2-422A6F5CE69D,www.marinegroup.com,251-981-9200,251-981-9137,1643,,1,1,1,1,1,2006-03-17 11:22:00.867,,US,0,,,The Marine Group New Yacht Sales Inc.,27075 Marina Road,P. O. Box 650,Orange Beach,36561,30.2829175155317,-87.563407650157,AL,US,0,3,
2092,1,Norris Marine,Norris Marine (Norman),norrismarine,"Norris Marine has served the Oklahoma City area for 35 years, longer than any other boat dealer. Through the good and the bad, boom and bust, our customers have remained extremely loyal. In turn, Norris Marine has continually responded to our customer's needs with a dedicated and professional staff, constantly improving facilities, state-of-the-art equipment and even greater devotion to the mission of making boating affordable to Oklahomans and their families.",,,,E56D1A26-EFE4-415D-996D-A964253B98DA,www.norrismarine.com,405.364.5280,405.364.5623,1647,,1,1,1,1,1,2006-03-17 11:54:27.413,,US,0,,,Norris Marine,2680 N. Interstate Dr.,,Norman,73072,35.2511800423261,-97.4859034951905,OK,US,0,3,
2093,1,Nobles; Marine,Nobles; Marine (Leesburg),noblesmarine,,,,,6B8BC627-F30B-426E-B36D-584EF2FC2A54,www.noblesmarine.com,352-787-5792,352-787-4524,1648,,1,1,1,1,1,2006-03-17 12:04:28.803,,US,0,,,Nobles'  Marine,437 N Palmetto St.,,Leesburg,34748,28.815752,-81.875061,FL,US,0,3,
2094,1,PAUL'S MARINE INC.,PAUL'S MARINE INC. (LEWIS CENTER),paulsmarine,,,,,07C20253-D00D-48DE-A847-92382B322636,http://paulsmarine.com,740-549-1999,7405485548,1649,,1,1,1,1,1,2006-03-17 12:15:09.630,,US,0,,,PAUL'S MARINE INC.,6140 ST.RT.23N,,LEWIS CENTER,43035,40.1894716990424,-83.0007934732643,OH,US,0,3,
2095,1,Clemons Boats,Clemons Boats (Sandusky),clemonsboats,,,,,D61D4903-0027-45D8-B1DF-E6154BCC837C,www.clemonsboats.com,419 685 5365,419 684 5755,1650,,1,1,1,1,1,2006-03-17 12:23:59.710,,US,0,,,Clemons Boats,8009 Barrett Road,,Sandusky,44870,41.4687934513425,-82.8165354600249,OH,US,1,3,
2096,1,Marine Specialties LLC,Marine Specialties LLC (Sparks),marinespecialties,,,,,51D5BF72-F86C-453D-87D8-8AD7EEA2652B,www.marine-specialties.com,775-359-2363,775-359-2879,1651,,1,1,1,1,1,2006-03-17 12:49:16.477,,US,0,,,Marine Specialties LLC,890 Steneri Way,,Sparks,89431,39.525747,-119.740799,NV,US,0,3,
2097,1,Annapolis Yacht Sales,Annapolis Yacht Sales (Annapolis),annapolisyachtsales,,,,,8A08127B-7A2E-46DC-82BA-1BB737C015F7,www.annapolisyachtsales.com,410 267 8181,410 280 0618,1654,,1,1,1,1,1,2006-03-17 13:28:56.667,,US,0,,,Annapolis Yacht Sales,7350 Edgewood Rd,,Annapolis,21403,38.958203742648,-76.4813505897304,MD,US,0,3,
2097,1,Annapolis Yacht Sales,Annapolis Yacht Sales (Annapolis),annapolisyachtsales,,,,,8A08127B-7A2E-46DC-82BA-1BB737C015F7,www.annapolisyachtsales.com,410 267 8181,410 280 0618,1654,,1,1,1,1,1,2006-03-17 13:28:56.667,,US,0,,,Annapolis Yacht Sales,7350 Edgewood Rd,,Annapolis,21403,38.958203742648,-76.4813505897304,MD,US,0,3,
2098,1,Beaver Park Marina,Beaver Park Marina  (Lorain),beaverparkmarina,"Full service marina which includes,service, rigging, canvas, dockage and sales of new and pre-owned boats.",,,,AF81DF6F-3F7B-4CE8-A3DB-CAAF5BE0F91D,www.beaverpark.com,440-282-6308,440-282-1581,1655,,1,1,1,1,1,2006-03-17 13:37:37.430,,US,0,,,Beaver Park Marina ,6101 West Erie Ave.,,Lorain,44053,41.4360495244614,-82.2480588154047,OH,US,0,3,
2099,1,Reynolds Marine,Reynolds Marine (baytown),reynoldsmarine,,,,,8B85276A-4ACB-4EB7-AE60-E6339084A909,www.reynoldsmarine.net,281-422-7327,,1656,,1,1,1,1,1,2006-03-17 13:42:01.910,,US,0,,,Reynolds Marine,708 n. alexander ,,baytown,77520,29.7336405326685,-94.9565478417514,TX,US,0,3,
2100,1,Dredge Harbor Boat Center LLC,Dredge Harbor Boat Center LLC (Delran),dredgeharborboatcenter,"Full service marine facility complete with slips, dry stack, showroom, marine store, parts ",,,,C5378CBA-B975-4971-BD86-CEF81036B0C8,www.dredgeharbor.com,856-461-1194,856-461-0508,1657,,1,1,1,1,1,2006-03-17 13:44:01.800,,US,0,,,Dredge Harbor Boat Center LLC,67 St. Mihiel Drive,,Delran,08075,40.0317011594043,-74.974303500313,NJ,US,0,3,
2101,1,The Kicker Shop,The Kicker Shop (Lake Wales),kickershop,,,,,62957041-C273-4055-9EB4-0C72D49CB548,,863-638-1951,863-638-1585,1658,,1,1,1,1,1,2006-03-17 13:45:35.310,,US,0,,,The Kicker Shop,16490 Hwy. 27,,Lake Wales,33859-2524,27.8594622376264,-81.5883991453649,FL,US,0,3,
2102,1,Hardin Marine Arrowhead,Hardin Marine Arrowhead (Lake Arrowhead),hardinmarinearrowhead,,,,,1947F60F-FD76-41C0-A739-20048D1441E5,hardinarrowhead.com,909 336-6151,909 336-6155,1660,,1,1,1,1,1,2006-03-17 14:12:01.953,,US,0,,,Hardin Marine Arrowhead,870 State Hwy. 173,P.O. Box 1885,Lake Arrowhead,92352,34.2651705186485,-117.169887135953,CA,US,0,3,
2102,1,Hardin Marine Arrowhead,Hardin Marine Arrowhead (Lake Arrowhead),hardinmarinearrowhead,,,,,1947F60F-FD76-41C0-A739-20048D1441E5,hardinarrowhead.com,909 336-6151,909 336-6155,1660,,1,1,1,1,1,2006-03-17 14:12:01.953,,US,0,,,Hardin Marine Arrowhead,870 State Hwy. 173,P.O. Box 1885,Lake Arrowhead,92352,34.2651705186485,-117.169887135953,CA,US,0,3,
2102,1,Hardin Marine Arrowhead,Hardin Marine Arrowhead (Lake Arrowhead),hardinmarinearrowhead,,,,,1947F60F-FD76-41C0-A739-20048D1441E5,hardinarrowhead.com,909 336-6151,909 336-6155,1660,,1,1,1,1,1,2006-03-17 14:12:01.953,,US,0,,,Hardin Marine Arrowhead,870 State Hwy. 173,P.O. Box 1885,Lake Arrowhead,92352,34.2651705186485,-117.169887135953,CA,US,0,3,
2103,1,ALL SEASONS MARINE (BROOKLYN),ASTRO BOAT SALES,allseasonsmarinebrooklyn,,,,,C3E391C3-F245-489C-B747-41B93598EB96,www.astroboatsales.com,7182537060,7182536306,1661,,1,1,1,1,1,2006-03-17 14:23:29.233,,US,0,,,ASTRO BOAT SALES,5300 KINGS PLAZA,,BROOKLYN,11234,40.6377370142704,-73.926190481607,NY,US,0,3,
2104,1,"Tinus Marine, Inc.","Tinus Marine, Inc. (Oconomowoc, WI)",tinusmarine,,,,,C64259ED-9650-4CEC-B21D-F2EA28B186D8,www.tinusmarine.com,262-567-7533,262-567-8677,1662,,1,1,1,1,1,2006-03-17 14:41:03.500,,US,0,,,"Tinus Marine, Inc.",307 Forest Street,,"Oconomowoc, WI",53066,43.1023834555128,-88.4957216416746,WI,US,0,3,
2105,1,"Silver Lake Marine, Inc.","Silver Lake Marine, Inc. (Silver Springs)",silverlakemarine,"Silver Lake Marine was one of the first Boat Dealers in America to become Five-Star Marine Certified, displaying their true committment to exceptional customer satisfaction! Silver Lake Marine has been voted one of America's TOP 100 BOAT DEALERS by Boating Industry Magazine - not once, but 4 YEARS RUNNING! For a Friendly and Professional approach to Boat Sales and Service, give Silver Lake Marine a call or email! Silver Lake Marine - SUPER SELECTION, GREAT PRICES, EXCEPTIONAL SERVICE!",,,,26651530-197A-477B-B065-4782F38209BF,www.silverlakemarine.com,585-237-5185,585-237-5358,1663,,1,1,1,1,1,2006-03-17 15:04:04.423,,US,0,,,"Silver Lake Marine, Inc.",4213 West Lake Road,,Silver Springs,14550,42.68582,-78.04975,NY,US,0,3,
2106,1,West River Marine,West River Marine (Rapid City),westrivermarine,,,,,5C143188-7029-4636-BC6C-05AB1BD85A7D,www.westrivermarine.com,605-348-9041,606-348-0360,1664,,1,1,1,1,1,2006-03-17 15:23:51.687,,US,0,,,West River Marine,1899 East Centre St.,,Rapid City,57703,44.0755795443075,-103.181243074227,SD,US,0,3,
2107,1,Sandy Hook Yacht Sales,Sandy Hook Yacht Sales (Sea Bright),sandyhookyachtsales,"Established in 1983, Sandy Hook Yacht Sales is currently New Jersey's most active yacht brokerage firm specializing in both sail and power.  We are members of the International Yacht Council as well as the Yacht Brokers Association of America.
We are dealers for the following manufacturers: Tiara Yachts, Sabre Yachts, Edgewater Powerboats, Back Cove Yachts, Hunter Marine and Albin Marine.",,,,6F3EF3B5-47D0-4760-9CCC-C832C49BC1C9,www.sandyhookyachts.com,732-530-5500,732-530-1323,1665,,1,1,1,1,1,2006-03-17 15:54:52.407,,US,0,,,Sandy Hook Yacht Sales,1410 Ocean Avenue,,Sea Bright,07760,40.3518252956136,-73.9738037303112,NJ,US,0,3,
2107,1,Sandy Hook Yacht Sales,Sandy Hook Yacht Sales (Sea Bright),sandyhookyachtsales,"Established in 1983, Sandy Hook Yacht Sales is currently New Jersey's most active yacht brokerage firm specializing in both sail and power.  We are members of the International Yacht Council as well as the Yacht Brokers Association of America.
We are dealers for the following manufacturers: Tiara Yachts, Sabre Yachts, Edgewater Powerboats, Back Cove Yachts, Hunter Marine and Albin Marine.",,,,6F3EF3B5-47D0-4760-9CCC-C832C49BC1C9,www.sandyhookyachts.com,732-530-5500,732-530-1323,1665,,1,1,1,1,1,2006-03-17 15:54:52.407,,US,0,,,Sandy Hook Yacht Sales,1410 Ocean Avenue,,Sea Bright,07760,40.3518252956136,-73.9738037303112,NJ,US,0,3,
2107,1,Sandy Hook Yacht Sales,Sandy Hook Yacht Sales (Sea Bright),sandyhookyachtsales,"Established in 1983, Sandy Hook Yacht Sales is currently New Jersey's most active yacht brokerage firm specializing in both sail and power.  We are members of the International Yacht Council as well as the Yacht Brokers Association of America.
We are dealers for the following manufacturers: Tiara Yachts, Sabre Yachts, Edgewater Powerboats, Back Cove Yachts, Hunter Marine and Albin Marine.",,,,6F3EF3B5-47D0-4760-9CCC-C832C49BC1C9,www.sandyhookyachts.com,732-530-5500,732-530-1323,1665,,1,1,1,1,1,2006-03-17 15:54:52.407,,US,0,,,Sandy Hook Yacht Sales,1410 Ocean Avenue,,Sea Bright,07760,40.3518252956136,-73.9738037303112,NJ,US,0,3,
2108,1,Millers Landing,Millers Landing (Montclair),millerslanding,,,,,0B9B382D-32ED-46F3-BE8E-3193E5011525,www.millers-landing.com,909-626-4506,909-625-2990,1666,,1,1,1,1,1,2006-03-17 16:19:57.197,,US,0,,,Millers Landing,10440 Central Ave,,Montclair,91763,34.0642365985504,-117.689650871412,CA,US,0,3,
2109,1,Lynnwood Motoplex,Lynnwood Motoplex  (Lynnwood),lynnwoodmotoplex,,,,,62CB9503-FB15-40D4-8ED7-84E259F7A2AE,www.motoplex.net,425-774-0505,425-787-9146,1667,,1,1,1,1,1,2006-03-17 16:30:53.493,,US,0,,,Lynnwood Motoplex ,17900 Hwy 99,P.o Box 9,Lynnwood,98046,47.8364934371808,-122.301831731112,WA,US,0,3,
2110,1,NESTEGG MARINE,NESTEGG MARINE (MARINETTE),nesteggmarine,BOAT SALES - CATALINA YACHTS,,,,A35972EA-B8FC-4D35-8A46-267CBB9E0000,nesteggmarine.com,715-732-4466,715-732-4448,1668,,1,1,1,1,1,2006-03-17 16:32:28.743,,US,0,,,NESTEGG MARINE,300 WELLS ST.,P.O.BOX 405,MARINETTE,54143,45.1012622217791,-87.6258150886034,WI,US,0,3,
2111,1,The Anchorage,The Anchorage (Lyons),anchorage,"The Anchorage is the largest specialty Sailboat Dealership in the Rocky Mountain West. We specialize in sailboats on trailers up to 33 feet, but can meet your needs from 8' to 50'. We are proud to be a dealer for Catalina, Hunter, Beneteau, MacGregor, Precision and Hobie Cat. We are a full service dealership.  The Anchorage is located in Lyons CO which is 14 miles north of Boulderf on Hwy 36 or 15 miles west of I-25 exit 243 (Hwy 66). ",,,,A85012C8-D70F-4A71-9D3F-096AFEA1DFD2,www.theanchorage.com,303-823-6601,303-823-0829,1670,,1,1,1,1,1,2006-03-17 16:46:45.777,,US,0,,,The Anchorage,4559 Ute Hwy,,Lyons,80503,40.2121991535056,-105.246617147158,CO,US,0,3,
2112,1,"Bowling Green Marine, Inc. (Bowling Green)",Bowling Green Marine,bowlinggreenmarinebowlinggreen,,,,,EC49DEF3-B7C2-4AD7-B32B-6D16779EADC0,www.bgmarine.com,(888) 706-0294,(270) 781-6644,1671,,1,1,1,1,1,2006-03-17 16:47:20.290,,US,0,,,Bowling Green Marine,321 Corvette Dr.,,Bowling Green,42101,37.0032465078394,-86.3728715268779,KY,US,0,3,
2112,1,"Bowling Green Marine, Inc. (Bowling Green)",Bowling Green Marine,bowlinggreenmarinebowlinggreen,,,,,EC49DEF3-B7C2-4AD7-B32B-6D16779EADC0,www.bgmarine.com,(888) 706-0294,(270) 781-6644,1671,,1,1,1,1,1,2006-03-17 16:47:20.290,,US,0,,,Bowling Green Marine,321 Corvette Dr.,,Bowling Green,42101,37.0032465078394,-86.3728715268779,KY,US,0,3,
