Id,CategoryLevel,SegmentId,Culture,PluralName,SingularName,ImageName,Description,ShortDescription,Title,DisplayOrder,Slug,SlugUrl,Visible,IsAvailableInBoatSelector
538,3,3,en-US,Bottom Coating,Bottom Coating,"","","There is a wide range of paints and other bottom coatings that you can apply to your boat to protect it.  Antifouling paint is the most common bottom coating, used to repel marine organisms from hulls, outdrives, trim tabs, transducers, fenders and inflatables.  Barrier coatings—usually epoxy or a similar material, seals out moisture that can penetrate fiberglass boats’ gel coats.  ",Bottom Coating,3,,,1,0
75,2,2,en-US,I/O Stern Drive Engines,I/O Stern Drive Engine,,,,,3,,,1,0
80,3,2,en-US,Diesel Inboard Engines,Diesel Inboard Engine,inboard,"
<p>Diesel engines rely on compression to power the engine. Compared to a traditional gas engine, the engines are similar by design, as they have crankshafts and cylinders and pistons; however, the fuel systems are completely different and more complex on a diesel engine. </p>
<p>Diesel engines range in size and horse power. Diesel engines are widely used in other parts of the world, while in the United States, they are typically found in boats larger than 35 feet. The main reason that diesel engines are not used in smaller boats is weight. The engine in general weighs more than a gas engine. However, they are used in larger vessels because of their ability to produce torque. </p>
<p>In general diesel engines run at lower RPM's than a traditional gas engines. </p>
<h4 style=""color:#333;"">Benefits / Notes</h4>
<ul class=""square"">
 <li>No carbon monoxide to worry about in cabins or on the back of boats</li>
 <li>Excellent torque</li>
 <li>Long life expectancy</li>
 <li>Low running costs</li>
 <li>Majority of the engines weigh more than a traditional gas engine</li>
 <li>Non-Explosive fuel</li>
</ul>
",,,3,,,1,0
535,2,3,en-US,"Boat Care, Chemicals, Coatings, Maintenance","Boat Care, Chemical, Coating, Maintenance",boatcare,"<p>Maintaining your boat and even doing small repairs yourself isn&rsquo;t as tough as you might think&mdash;a little diligence and a lot of common sense can definitely pay off in the long run. Cleanliness The first item on the agenda is washing your boat regularly. Yes, we know that swabbing the decks can be a hassle, but you&rsquo;ve got a lot of money tied up in your boat, so why not take care of it? A long-handled boat brush can make boat washing a great deal easier than scrubbing acres of hull sides by hand, as can one of those car-washing spray wands available from nearly any auto parts store. Use soaps and cleaners made especially for boats to avoid damaging your boat&rsquo;s finish. If you go boating in saltwater, make it a point to rinse your boat thoroughly with fresh water to remove any salt residue. It&rsquo;s a proven fact that a boat with a clean hull bottom is more fuel-efficient than a hull that&rsquo;s fouled with algae or other aquatic scum. Oil With the proliferation of those quickie oil change shops, most of us are pretty good about changing the oil in our cars and trucks. Just pull in, and 20 minutes later you&rsquo;re back on the road. Unfortunately, this concept hasn&rsquo;t caught on very well in the marine industry. You&rsquo;ve either got to change your boat&rsquo;s oil yourself or take it to your local boat dealer. Four-stroke outboards, inboards, and stern drive boats require regular oil changes. The duration between oil changes varies by manufacturer, but a good rule of thumb is to change the oil at least once a year or every 100 hours of operation (+/-). Changing the oil in your boat&rsquo;s engine is actually easier (in most cases) than changing the oil in your car. Similar process: start the engine, let it warm up for a few minutes, turn the engine off, drain the old oil, change the filter, put the drain plug back in, and fill the engine with new oil. Do not use automotive oil in your boat&mdash;this isn&rsquo;t the place to be cheap. Use only name-brand marine oil&mdash;your boat&rsquo;s engine works much harder than the engine in your car, and automotive oil doesn&rsquo;t have the chemical composition necessary for a marine engine. Propeller (Outboard &amp; Stern Drive) As part of your pre-launch routine, use a deep well socket and ratchet/breaker bar to ensure that the propeller nut hasn&rsquo;t loosened up and is tightened securely. Remove the propeller several times during the season to make sure that discarded fishing line hasn&rsquo;t become wrapped around the propeller shaft. This might seem trivial, but fishing line will cut into the propshaft seal in a surprising short time, allowing oil to leak out of the gearcase&mdash;and water to enter the gearcase. If you discover a wad of old fishing line on the propshaft, take your boat to your local marine dealer, and ask them to inspect the gearcase for you. (Other than changing the gear oil, gearcase service is not a do-it-yourself job). While you have the propeller off, visually inspect it for nicks, dents and other signs of underwater encounters. It&rsquo;s OK if your prop is missing some paint, but send it out for repairs if you find any evidence of impact. Now put a liberal amount of waterproof marine grease on the propeller shaft, and re-install the propeller (and related hardware) in the same order that you took it off. Don&rsquo;t forget to tighten the propeller nut to the manufacturer&rsquo;s specifications. Do It Yourself Obviously, space won&rsquo;t permit explaining every maintenance or repair procedure&mdash;there are plenty of instructional materials available that cover most do-it-yourself jobs in great detail. Don&rsquo;t be intimidated by working on your boat&mdash;take your time&mdash;you&rsquo;ll be surprised at how well you can figure things out on your own if you try.</p>","All boats, even the smallest fiberglass kayak or aluminum jon boat, require some regular care and maintenance.  Those chores may be as simple as hosing down the craft after using it, or as complex as completely scraping and repainting the hull.  As a boat owner, you need to understand the care and maintenance requirements of your craft and how to use the range of coatings, paints, cleaners, and other chemicals available to assist you.  You must also be aware of the hazards, personal and environmental, involved in using some of these chemicals.  When used properly, they can be efficient and labor-saving, but if misused, they can be potentially dangerous.","Boat Care, Chemicals, Coatings, Maintenance",3,,,1,0
531,3,3,en-US,Boat/Sail/Seat/Deck Covers,Boat/Sail/Seat/Deck Covers,"","","Along with a boat cover, awning, or Bimini top, you may want to have sail, seat, and deck covers to protect the various items on your boat.  These covers come in a variety of materials and configurations.  Quality covers are made of a heavy fabric, traditonally canvas, but more recently polyester cotton blends, dacron, vinyl, and other durable, weather resistant fabrics, treated for resistance to mildew, stains, and UV rays.  Be sure to buy covers that are specifically designed to fit the items on your particular boat.",Boat/Sail/Seat/Deck Covers,3,,,1,0
565,3,3,en-US,Directories,Directories,"","",Boaters can access directories of marinas and boating services providers for most major waterways and regions of the country.  These directories can prove invaluable when cruising outside of your home waters.,Directories,3,,,1,0
574,3,3,en-US,Generators/Alternators,Generator/Alternator,"","","Generators produce electricity using internal combustion, solar, or wind power.  Diesel and gasoline fired marine generators range in output from 4 to 99 kW.  Compact, easy to use solar panels can trickle charge your batterises.  Wind turbines small enough for use on a pleasure boat have microprocessors to control optimal battery charging, using winds as low as 7 miles per hour. 

The alternator on your boat’s engine also produces electricity to charge your boat’s batteries by spinning an electromagnetic rotor inside a stationary cocoon of wire (the stator). As the rotor spins, pulses of electrical current (AC power) are transmitted from the stator to the diodes. The diodes convert AC pulses into DC current, which is used to charge your batteries. 
",Generators/Alternators,3,,,1,0
622,3,3,en-US,Control Systems,Control System,"","","In a larger boat, engine control systems are generally mounted on top of a control panel.  Smaller boats may have their engine controls mounted on the side of a control panel.  Engine controls may be a single or double lever system.",Control Systems,3,,,1,0
602,3,3,en-US,Binoculars/Night-Vision Devices,Binoculars/Night-Vision Devices,"","","Binoculars are essential whenever you leave the dock.  Binoculars used for birdwatching or other land applications have too much magnification for rocking, pitching boats.  The more an image is magnified, the harder it is to keep in view.  For boats under 50 feet, 7x magnification is the practical limit.  Image stabilizing binoculars enable comfortable viewing with much greater magnification.  The damp marine environment, combined with changes in temperature, can cause interior lenses to fog.  Waterproof construction with an interior o-ring, sealed, and filled with dry nitrogen, combined with a flotation strap, protects your binoculars even if they fall overboard.

Night vision devices gather existing low-level ambient light using an optical objective lens.  Wide-angle lenses with minimal 3x magnification let you see a wide field of view, suitable for entering a harbor or navigating in a channel.",Binoculars/Night-Vision Devices,3,,,1,0
588,3,3,en-US,Chronometers/Clocks,Chronometers/Clocks,"","","A marine chronometer is a timekeeper precise enough to be used as a portable time standard, used to determine longitude by means of celestial navigation.  The term chronometer also describes watches tested and certified to meet certain precision standards.  But, unless you are going well out of sight of land, a chronometer is probably more instrument than you will need.  A simply clock will be of more service.  Be sure to select instruments that will stand a marine environment,",Chronometers/Clocks,3,,,1,0
651,3,3,en-US,Fishing Equipment,Fishing Equipment,"","","Fishing offers a seemingly endless range of experiences, from the simplicity of a cane pole with canned corn and doughballs on a farm pond, to high-energy, technology-laden bass fishing tournaments that send professional anglers, rich with sponsors, powering after lunker largemouths.  The types of fishing that you try, along with the venues you choose, determine the fishing equipment that you need.  What works in one spot, for one species, may not work down the bay, up the creek, or for another kind of fish.  Fly fishing for salmon in Quebec requires different gear than trolling for stripers on Tennessee lakes or casting for smallmouth bass on the Potomac River.  Volumes have been, and are still being written about selecting freshwater fishing gear.  Regardless the types of fishing you try and the waters you frequent, certain basic criteria hold true.",Fishing Equipment,3,,,1,0
662,3,3,en-US,Brackets,Brackets,"","","Brackets are overhanging supports that projects from a wall or structure.  Brackets can support a shelf or you can suspend a television from a bracket.  Brackets serve in a variety of locations throughout a boat.  Stationary brackets, wall brackets, bolster brackets, mounting brackets, and even license plate brackets for the trailer play a role in your boating experience.  Some, like a standard angle bracket, are general purpose.  Others, like split brackets for 1/2 or 5/8 inch shafts, serve a very specific purpose.",Brackets,3,,,1,0
679,3,3,en-US,Lining/Wall Panels/Insulation Material,Lining/Wall Panels/Insulation Material,"","","You may want add extra lining, wall panels, or insulation to the walls and bulkheads of your boat’s compartments.  You can use sheets of marine grade lining material, premade panels, or layered barrier foam with acoustical composite sound insulation, cut to fit the spaces.  Also available, a two-part pourable gel adds both sound deadening insulation and additional flotation.  You can use the gel to add insulation to your refrigerator as well as dampening vibration and reducing unwanted noise.",Lining/Wall Panels/Insulation Material,3,,,1,0
656,3,3,en-US,Gas Installations,Gas Installation,"","",Many boaters prefer cooking with propane because of its ease of use.  Propane requires a recommended installation including a tank and all connections and valves in a vapor-tight compartment that vents directly overboard.,Gas Installations,3,,,1,0
688,3,3,en-US,Lamps/Bulbs,Lamp/Bulb,"","","Newer lamps and bulbs operate at a lower temperature, use less energy, tolerate vibration better and last far longer than conventional incandescent and fluorescent bulbs.  The new products cost more but are worth their premium price.  New technology is pushing the incandescent bulb aside, and the f cold cathode fluorescent lights (CCFL) and light emitting diodes (LED) are taking over. ",Lamps/Bulbs,3,,,1,0
694,3,3,en-US,Gloves,Glove,"","","Work gloves are important for protecting your hands from the diversity of hazards encountered when working on a boat.  Along with a sturdy pair of leather palm work gloves, you also need sturdy work gloves for tasks in the water.  A pack of disposable plastic gloves works well for chores like painting and varnishing.  And always have a pair of warm gloves on board to deal with water-chilled fingers.",Gloves,3,,,1,0
703,3,3,en-US,Pumps/Tanks/Accessories,Pumps/Tanks/Accessories,"","","Ensure that all pumps, tanks, and plumbing accessories on your boat are marine grade and made from corrosion resistant materials.  Dissimilar metals in contact can set up an electric current in an electrically conductive fluid, such as saltwater.  One of the metals will quickly erode in the process.",Pumps/Tanks/Accessories,3,,,1,0
715,3,3,en-US,Electronic Safety Equipment,Electronic Safety Equipment,"","","An emergency position indicating radio beacon (EPIRB) is one of the latest and most effective pieces of electronic safety equipment that a cruiser can purchase.  Select a model that has a built-in GPS so that your position could be virtually instantaneously transmitted to rescue agencies. 

Handheld VHF radios are also a good back-up to the ship’s VHF radio, since they are independent of the ship’s antenna and DC system.  Carry one in a waterproof bag and alkaline batteries for life raft communications as well. 
",Electronic Safety Equipment,3,,,1,0
711,3,3,en-US,Rope,Rope,,,,,3,,,1,0
741,3,3,en-US,Consultants,Consultant,,,,,3,,,1,0
735,3,3,en-US,Seat Cushions,Seat Cushion,"","","Seat cushions should be made of high density foam, treated to inhibit growth of mildew and mold.  Covering fabrics need to be durable, UV resistant, water resistant, and mold and mildew proof.",Seat Cushions,3,,,1,0
757,3,3,en-US,Dehumidifiers,Dehumidifier,"","","Marine dehumidifiers need to be compact, robust, and designed for moisture control in boats.  Look for stainless steel construction, energy efficiency, and ease of use.  A free-flow evaporator pan that can discharge condensation water directly into a sink, shower, or other fixture is a definite plus. ",Dehumidifiers,3,,,1,0
762,3,3,en-US,Trailer Parts,Trailer Parts,,,,,3,,,1,0
766,3,3,en-US,Fishing Boats,Fishing Boats,"","","You can fish from most any boat, but certain boats are unmistakably designed for fishing.  Competition bass boats, flats boats, six-pack charters, and off-shore sport fishers are obviously made to get people to the fish and assist people to catch those fish.  Owning a specialty fishing boat can give you and edge as an angler, but a possible drawback to owning any specialty craft is that its design may make it uncomfortable for other activities.  For instance, a fully outfitted bass boat might not be the best type of craft for a family cruise.",Fishing Boats,3,,,1,0
767,3,3,en-US,Folding Boats/Inflatable Boats,Folding Boats/Inflatable Boats,"","","Folding boats and inflatable boats come in a range of sizes, configurations, and, constructions.  Choose floor construction that best balances portability and performance, the right fabric for the locations where you’ll use the boat, and buy the biggest boat that fits within your budget and space requirement.  An inflatable’s floor construction is the key to understanding the types of boats available and the tradeoff between the portability of the inflatables with flexible floors and the performance of rigid deep-V hulls made from composite plastic, fiberglass, or aluminum. Boats with more flexible floors fold to a light, compact shape, but If you want your boat to plane, allowing you to exceed 5 mph, a rigid floor is required.
•	Soft-stern dinghies, powered by oars or a small electric trolling motor, are the most basic inflatables at the lowest cost.
•	Rollup (RU) boats can be unrolled, inflated and launched in minutes, but are limited to in-harbor, relatively flat-water travel.
•	Sportboats are inflatables with a removable rigid floor system made from plywood, composite plastic or aluminum. 
•	High pressure (HP) inflatable floor boats combine the performance of a sportboat with the light weight and compact stowage of a soft stern dinghy.
•	Rigid inflatable boats (RIBs) or rigid hull inflatables  offer &quot;real boat&quot; performance and strength of a rigid moderate- or deep-vee hull
•	Compact or folding RIBs have a hinged folding transom that allows the boat to be stored in much less space. n.
•	Catamaran tunnel hull sportboats provide the ultimate in inflatable performance. hitting speeds up to 65 mph.
",Folding Boats/Inflatable Boats,4,,,1,0
758,3,3,en-US,Ventilation,Ventilation,"","","Boats coming from the factory may not have adequate ventilation or may rely on poorly designed passive ventilation systems.  It is easy to upgrade to a proper, active ventilation system or add ventilation to almost any boat.  A good ventilation system will reduce moisture and humidity belowdecks, reduce mold, mildew and musty air, and help electronics and fabrics last longer by maintaining a drier climate. 

Passive ventilators--cowls, clamshells, louvers, grilles, ventilating sails, portholes and hatches--provide a path for air to enter and exit the interior of the boat.  As long as the boat is moving or a breeze is blowing, passive ventilators work well.  Active ventilators incorporate a fan to keep air moving and come with both intake and exhaust fan blades for flexibility in creating your ventilation system.  Regardless the system you choose, ensure that your vents have water baffles, because under nasty conditions the hatches will be shut tightly
",Ventilation,4,,,1,0
736,3,3,en-US,Seating,Seating,"","","Boat seats range from very simple benches to very sophisticated helmsman’s chairs with multiple adjustment points.  Most factory-built boats come equipped with a compliment of seats. but you may want to add or subtract seating to fit your needs and style  Choose the seats that will work best for you, decide how you want to use it, then pick component parts that will safely and efficiently fill your needs.  Regardless the types of seats that you choose, ensure that they are designed for marine use. ",Seating,4,,,1,0
742,3,3,en-US,Design,Design,,,,,4,,,1,0
716,3,3,en-US,Fire Extinguishers,Fire Extinguisher,"","","Mount fire extinguishers in every cabin to enable crew to escape from below and in an ondeck locker so fires can be fought from above.  Label locations so they are obvious, and make sure everyone is familiar with their location and operation.  While ABC extinguishers would seem to be the best choice, they are very difficult to clean up and can corrode metals, especially electronics. ",Fire Extinguishers,4,,,1,0
704,3,3,en-US,Sanitary Systems/Toilets,Sanitary System/Toilet,"","","There are a variety of sanitary systems that deal with waste on board, including reticulating, composting, and incinerating toilets, but by far the most common are toilets plumbed to holding tanks. These range from the simple and inexpensive self-contained heads (portable potties) to fairly complicated systems incorporating multiple valves, pumps and hoses.  Different jurisdictions have different regulations about discharging wastes.  Be sure your equipment complies with regulations.",Sanitary Systems/Toilets,4,,,1,0
695,3,3,en-US,Shoes,Shoe,"","","On your boat you can wear boots, moccasins, or athletic-style boat shoes, as long as your footgear has a non-slip sole and they do not mark the deck.  And always wear your shoes on board.  Foot injuries are too common when people go barefoot.  Save your boating shoes for the boat; don’t wear down their non-skid soles on dry land.  ",Shoes,4,,,1,0
689,3,3,en-US,Navigation Lights,Navigation Lights,"","","Each specific type and size of boat has specific navigation light requirements and configurations for operating between sunset and sunrise or in times of restricted visibility.  The U.S. Coast Guard Navigation Rules, International-Inland, sets the lighting requirements for every description of watercraft.  The U.S. Inland Rules apply inside the demarcation lines, shown on coastal charts, at the entrances to inlets, bays, rivers, etc.  Once outside of the demarcation lines, International Rules apply.  Do not assume that your boat came from the factory or showroom with all the proper lighting equipment. It's your responsibility to make sure your vessel shows the proper lights depending upon its size and the waters in which you are operating.",Navigation Lights,4,,,1,0
657,3,3,en-US,Marine Crockery/Table Wear,Marine Crockery/Table Wear,"","","To suit the smaller scale of small boat cabinetry, select marine crockery and table wear that will actually fit in these spaces.  Boaters can choose from a wide range of utensils, ovenware and other items. Nestable pots and pans, small size folding dish racks, and nesting bowls that double as storage containers are handy.  Consider using non-skid tempered glass or melamine dinnerware that is virtually unbreakable.",Marine Crockery/Table Wear,4,,,1,0
680,3,3,en-US,Stowage,Stowage,"","","Stowage, or storage, always seems to be at a premium on a boat.  You can have built in stowage spaces, such as the bow anchor rode locker, or add on stowage boxes, nets, bags, or bins.  Regardless the receptacle, ensure that their lids, covers, drawers, or doors close, zip, and latch securely and have marine grade fittings.  Smart boaters develop a stowage plan, consistently storing each item in a logically chosen place near where it will be used.",Stowage,4,,,1,0
663,3,3,en-US,Cleats and Dock Hardware,Cleats and Dock Hardware,"","","A cleat is a sturdy, roughly anvil shaped fitting on a dock or a boat to which lines are tied, or made fast.  Dock hardware is all of the little metal stuff that allows you to have a dock.  Most of these items are made from corrosion-resistant materials like brass, chrome plated brass, or stainless steel.  High quality cleats and dock hardware are made from cast aluminum or galvanized steel with a large dock fixing plate to maximize holding strength.  The hardware is corrosion resistant to prevent staining and comes in multiple sizes to suit individual mooring requirements",Cleats and Dock Hardware,4,,,1,0
652,3,3,en-US,Towing Gear/Nets,Towing Gear/Net,"","","Landing nets can be useful for landing hooked fish.  It is often difficult to raise a hooked fish high enough to bring them on board.  A long handled, sturdy net can help you reach out and securely grab a hooked fish, minimizing the amount of handling and time out of the water that the fish endures.",Towing Gear/Nets,4,,,1,0
589,3,3,en-US,Computer Systems/Software,Computer System/Software,"","","As with books, magazines, and other media, boaters find a large variety of software.  Your choices include electronic charting systems for PCs and handhelds; yacht management and maintenance; computerized logs; tutorials for all aspects of sailing with narration, animation and digital video; training programs, for learning the &quot;rules of the road&quot;, tide tables and nautical almanacs; and even ship design software for the largest projects.  Durable laptop computers have enabled boaters to bring aboard data management, entertainment, communications, and even the Internet.",Computer Systems/Software,4,,,1,0
603,3,3,en-US,Communication/Mobile Accessories,Communication/Mobile Accessories,"","","VHF (Very High Frequency) radios, either handheld or in a fixed mount, could be the most important safety item on board your boat.  In coastal or inland waters, a VHF radio is generally the fastest way to contact the Coast Guard, a towing service, the harbormaster, other boaters, weather information, or hail a lock or bridge operator.

VHF has a range of 5 to 25 miles, and you will be out of range whenever you are more than 20 miles offshore.  Cell phones have even less range.  Offshore boaters have a growing number of communication choices, beginning with the old standbys:  Single sideband (SSB) and ham radio.  Satellite technology offers a wide assortment of newer options that enable you to stay connected on the high seas.  By adding a radio modem to your SSB or ham receiver, you can communicate by voice, fax, or e–mail virtually anywhere on earth.
",Communication/Mobile Accessories,4,,,1,0
623,3,3,en-US,Cooling Water Systems,Cooling Water System,"","",Ensure that you have the parts necessary to take care of minor repairs to your engine’s cooling water system before they become major problems.,Cooling Water Systems,4,,,1,0
575,3,3,en-US,Inverters/Transformers,Inverter/Transformer,"","","Inverters provide a mobile power source for a laptop, 13-inch color TV, cell phone, camcorder, or stereo. Plug the inverter into your boat's cigarette lighter plug our utility outlet to get AC power.  Compact inverters can provide 120V AC power; some are equipped with a built-in overload/low battery LED indicator and low-battery alarm.",Inverters/Transformers,4,,,1,0
566,3,3,en-US,Magazines,Magazine,"","",Dozens of boating magazines are available; many offer trial issues or even free subscriptions.  Regularly reading a selection of magazines is a good way to keep up with the latest boating developments and products,Magazines,4,,,1,0
532,3,3,en-US,Canvas Accessories,Canvas Accessories,"","","Canvas accessories can include sail, seat, and deck covers, fuel tank locker covers, winch covers, hatch covers, cockpit enclosures, and galley and head storage organizers.  As with all other canvas items and covers, select accessories that are made from heavy, weather resistant fabric that has been treated for resistance to mildew, stains, and UV rays.  Be sure that the accessories are specifically designed to fit the items on your particular boat.",Canvas Accessories,4,,,1,0
562,2,3,en-US,"Books, Magazines, Software","Books, Magazines, Software","","","Boating has generated an entire library of books, magazines, software, and other media, covering everything from the most remote history of boating to the most minute technical details of the sport.  The available literature can be a good resource for learning the sport and a reference for specific items of interest.  ","Books, Magazines, Software",4,,,1,0
79,3,2,en-US,Gas Inboard Engines ,Gas Inboard Engine,inboard,"<p>While similar to what is under the hood of your car, gas engines used in marine applications are modified to make them marine engines. Gasoline inboard engines range in horsepower from 90 HP to over 1000 HP per engine and are used in a variety of engines from tow sport boats to large cruisers.</p>
<p>In an inboard engine configuration, the engine sits amidships, with a drive running through the bottom of the boat to a propeller, with a separate rudder used for steering. A transmission is often used to transfer power from the engine to the propeller. Exhaust is passed through the stern of the boat. Inboards are also common for tow sports such as waterskiing, wakeboarding as they allow the propeller to be brought forward of the back of the boat, providing area for platforms to assist skiers in entering and exiting the boat.</p>

<h4 style=""color:#333;"">Benefits/Notes</h4>
<ul class=""square"">
  <li>Simple drive system can lower maintenance</li>
  <li>No means to trim propeller</li>
  <li>Low running costs</li>
  <li>Quite and out of the way</li>
</ul>",,,4,,,1,0
76,2,2,en-US,Jet Engines,Jet Engine,jetdrive,"<p>Jet boat engines are very similar to outboard motors.&nbsp; In fact, many manufacturers use  outboard power heads, or the top of an outboard motor (minus the prop and lower  unit) for their engines.</p>
<p>The noticeable difference in a jet boat is that there is no  exposed prop in the water.&nbsp; The  propulsion system works by sucking water up by an internal propeller (called an  impeller) from an intake value on the bottom of the boat.&nbsp; The water is then pushed by the impeller  through a nozzle at the back of the boat.&nbsp; The nozzle is mobile and is used to steering the boat.</p>
<p>A majority of personal watercrafts are designed using this  propulsion system.</p>

<h4 style=""color:#333;"">Benefits / Notes</h4>
<ul class=""square"">
 <li>No exposed propeller </li>
 <li>Used in smaller watercraft under the size of 24  feet.</li><li>When not under power, there is no way of  steering the vessel in questions</li></ul>
",,,4,,,1,0
539,3,3,en-US,Brushes/ Applicators,Brush/ Applicator,"","","Paints and bottom coatings can be spread on your boat’s surfaces with brushes or rollers.  Good brushes and rollers may cost more initially, but give better service and results and last longer.   Use less expensive brushes for projects with resins and bottom paint and where the final finish does not matter.  If spraying is the desired application method, please refer to the manufacturer‘s instructions. A top-quality spray finish requires proper materials, lots of painting experience and professional equipment. Most spraying is done by maintenance yards and experienced professionals, not by recreational boatowners.",Brushes/ Applicators,4,,,1,0
518,3,3,en-US,Buoys,Buoys,"","","Buoys are anchored floats used to mark a specific position on the water.  Buoys often serve as nautical signposts, marking channels, but can also mark hazards, shoals, or mooring locations.  Boaters must understand what the buoys in their area indicate.",Buoys,4,,,1,0
519,3,3,en-US,Car Top Carriers,Car Top Carriers,"","","Some boats—canoes, kayaks, paddleboards—are small enough to be carried to the water on a car top carrier attached to the roof of your vehicle.  You may also choose to transport some equipment to and from your boat using a car top carrier.  Some vehicles come equipped with a factory-installed roof rack or luggage carrier.  Factory racks are generally rated from 75 to 250 pounds capacity and it's important you check and follow the limit.  You can also purchase a variety of racks and mounts that secure to the roof.  Be certain to select a carrier that will safely carry your boat or gear.  When using a rooftop carrier, remember your total vehicle height when pulling into parking garages, drive-through spots, or even your garage at home",Car Top Carriers,5,,,1,0
540,3,3,en-US,Chemicals/Liquids,Chemicals/Liquids,,,,,5,,,1,0
82,3,2,en-US,Jet Boat Engines and Propulsion,Jet Boat Engine and Propulsion,jetdrive,"<p>These propulsion systems have the advantage of having no propeller to cause potential danger to people in the water and marine life. They are usually inboard engines that take in water that flows through a pump powered by an impeller. The water is then discharged at high pressure through a nozzle that propels the boat forward. The nozzle swivels to provide steering to the boat. Most personal watercraft use jet drives.</p>
<p>Note: When power is not being applied, a jet driven vessel loses its steering because it is the stream of water that steers the boat. Keep hands, feet and hair away from the pump intake and do not operate in shallow water. </p>","These propulsion systems have the advantage of having no propeller to cause potential danger to people in the water and marine life. They are usually inboard engines that take in water that flows through a pump powered by an impeller. The water is then discharged at high pressure through a nozzle that propels the boat forward. The nozzle swivels to provide steering to the boat. Most personal watercraft use jet drives.

Note: When power is not being applied, a jet driven vessel loses its steering because it is the stream of water that steers the boat. Keep hands, feet and hair away from the pump intake and do not operate in shallow water. ",,5,,,1,0
533,3,3,en-US,Covers,Cover,"","","Many smaller or trailerable boats have removable cloth boat covers to envelop all or parts of the craft.  These covers are primarily for storage when not using your boat.  Boat covers may come standard with your boat, or you may need to buy them separately.

Quality covers are made of a heavy fabric, traditonally canvas, but more recently polyester cotton blends, dacron, and other durable, weather resistant fabrics, treated for resistance to mildew, stains, and UV rays.  Covers are usually water repellent and have sewn-in elastic cords along the hem line for a snug, tight fit.  Other features to look for include overlapping double-stitched seams, rotproof thread, quick-release buckles with nylon web straps, belt loops sewn into the top of the cover to keep upper straps in place, tie-down strap kits, and storage bags.
",Covers,5,,,1,0
567,3,3,en-US,Online Media,Online Media,"","","Online media has become an increasingly valuable asset for boaters.  On the Internet, you can find a world of information on all aspects of pleasure boating including links to your state’s boating authorities, product catalogs, advertisements for boating destinations, how-to manuals, even complete courses in practical seamanship.  Become familiar with the available online resources.  Some of the newer, high durability laptop computers enable you to take your online references with you on the water.",Online Media,5,,,1,0
576,3,3,en-US,Lightning Protection,Lightning Protection,"","","Some pleasure boats come with lightning protection systems already installed, but a lightning protection system will not make your vessel lightning-proof, only lightning-protected.  Lightning protection in the marine environment presents special challenges.  Voltage differences when the current is flowing in the water can cause sideflashes, both inside the boat and between the boat and the water. These present a shock hazard to the crew, produce overvoltage in electronics systems, and can blast holes through the hull. An effective marine lightning protection system includes air terminals for installation on deck, superstructure or hand rails, connectors for all joints, main conductors, and grounding terminals.",Lightning Protection,5,,,1,0
624,3,3,en-US,Electro-Hydraulic Lifting Hoists,Electro-Hydraulic Lifting Hoist,"","","Electro-hydraulic lifting hoists and other hoists and cranes generally appear on larger boats and on docks or piers.  The lifting devices, often called davits, can be used to lower and retrieve cargo and auxilliary boats and lifeboats.  Dock mounted davits rotate 360 for safe and easy boat maneuvering. ",Electro-Hydraulic Lifting Hoists,5,,,1,0
604,3,3,en-US,Communication/Stationary,Communication/Stationary,,,,,5,,,1,0
590,3,3,en-US,Fish Finders/Echo Sounders,Fish Finders/Echo Sounders,"","","Fishfinders, also called fishing sonars or echo sounders, display a representation of what is under the water--the bottom, vegetation, structures, and fish.  Systems come in single and double frequency models, but single frequencey is adequate for most lakes and shallow coastal fishing.

Fishfinders use a submerged transducer, mounted on the transom, inside the hull, or on the trolling motor, to send and receive underwater high-frequency sound waves.  A cable connects the transducer to the fishfinder.  The unit’s specialized software figures out the distance to detected objects, and a graphic display uses shades of gray, symbols, or bright colors to represent structures, the bottom, different temperature layers, schools of fish, and even individuals.  

Fishfinders present their results on liquid crystal display (LCD) screen. LCD displays are measured in pixels - the little square blocks on the screen that make up the image. More pixels provide better resolution and a clearer picture.  There are three main types of fishfinder displays: Passive Matrix monochrome and color LCDs, Active Matrix TFT (thin film transistor) color LCDs, and color CRTs.  Each type has advantages and disadvantages; be certain to try them all before selecting.

Good fishfinders locate thermoclines, layers or abrupt changes in water temperature, and can help you catch fish. The contact between radically different temperatures causes some of the sonar signal to reflect back, creating a line across the LCD screen that indicates the thermocline, and potentially, fish.

Newer fish finders offer split and full screen zoom, real time imaging, adjustable backgrounds, and a choice of color palettes to highlight bottom structure or a particular fish species.  An optional fuel kit enables you to track and display fuel data on screen.
",Fish Finders/Echo Sounders,5,,,1,0
